Geneid,ENSEMBL,SYMBOL,GENENAME,Fetal 1: SRX683826,Fetal 2: SRX683824,Fetal 3: SRX683825,Adult 1: SRX683793,Adult 2: SRX683794,Adult 3: SRX683797
100507632,ENSG00000246430,LINC00968,long intergenic non-protein coding RNA 968,4,0,0,0,0,0
100507633,ENSG00000228701,TNKS2-AS1,TNKS2 antisense RNA 1 (head to head),19,41,15,24,14,14
100507634,NA,LOC100507634,uncharacterized LOC100507634,121,67,117,104,7,7
100507635,NA,NA,NA,79,70,169,184,8,8
100507636,NA,NA,NA,176,171,73,112,46,46
100507637,NA,NA,NA,50,88,20,14,21,21
100507639,ENSG00000248810,LINC02432,long intergenic non-protein coding RNA 2432,5,15,6,0,0,0
100507640,NA,NA,NA,0,0,5,0,0,0
100507642,ENSG00000240859,LOC100507642,uncharacterized LOC100507642,122,100,145,275,14,14
100507643,NA,NA,NA,0,0,0,19,4,4
100507644,NA,NA,NA,0,0,0,0,0,0
100507645,NA,NA,NA,10,2,7,0,0,0
100507646,NA,NA,NA,343,424,250,180,15,15
100507647,NA,NA,NA,295,246,157,173,19,19
100507649,NA,NA,NA,11,24,241,2731,47,47
100507650,ENSG00000215277,RNF212B,ring finger protein 212B,39,52,26,23,1,1
100507651,ENSG00000253301,LINC01606,long intergenic non-protein coding RNA 1606,100,54,70,60,0,0
100507652,NA,NA,NA,0,0,0,0,0,0
100507653,NA,NA,NA,3194,4234,1002,434,57,57
100507654,NA,NA,NA,59,53,70,43,0,0
100507655,NA,NA,NA,400,483,180,67,10,10
100507656,NA,NA,NA,395,475,263,302,39,39
100507657,ENSG00000226741,LINC02554,long intergenic non-protein coding RNA 2554,286,110,783,9,0,0
100507658,NA,NA,NA,1,1,0,1,0,0
100507659,NA,NA,NA,3260,3209,2718,271,62,62
100507660,NA,NA,NA,14,12,1,0,0,0
100507661,ENSG00000242268,LINC02082,long intergenic non-protein coding RNA 2082,829,288,369,30,3,3
100507662,NA,NA,NA,7,27,4,2,1,1
100507663,NA,NA,NA,4,10,10,0,0,0
100507664,NA,NA,NA,25,47,40,8,0,0
100507666,NA,NA,NA,1165,2175,656,480,101,101
100507668,NA,NA,NA,0,0,0,0,0,0
100507669,NA,NA,NA,0,0,0,0,0,0
100507670,ENSG00000232671,ZNF687-AS1,ZNF687 antisense RNA 1,275,233,40,49,0,0
100507671,NA,NA,NA,31,16,25,50,8,8
100507672,NA,NA,NA,72,64,18,49,0,0
100507673,NA,NA,NA,1143,749,806,125,97,97
100507674,NA,MARK2P9,microtubule affinity regulating kinase 2 pseudogene 9,1,12,15,4,0,0
100507675,NA,NA,NA,0,7,0,0,2,2
100507676,NA,NA,NA,179,165,42,283,10,10
10051,ENSG00000113810,SMC4,structural maintenance of chromosomes 4,31507,40691,9616,1163,154,154
10052,ENSG00000182963,GJC1,gap junction protein gamma 1,34450,31072,18637,1647,775,775
10053,ENSG00000129354,AP1M2,adaptor related protein complex 1 subunit mu 2,8,9,4,55,0,0
10054,ENSG00000126261,UBA2,ubiquitin like modifier activating enzyme 2,22746,27945,13103,11636,1811,1811
10055,ENSG00000142230,SAE1,SUMO1 activating enzyme subunit 1,16023,25214,11573,14600,1338,1338
10056,ENSG00000116120,FARSB,phenylalanyl-tRNA synthetase subunit beta,9792,9506,7553,10974,593,593
10057,ENSG00000114770,ABCC5,ATP binding cassette subfamily C member 5,20846,19329,11465,15450,1163,1163
10058,ENSG00000115657,ABCB6,ATP binding cassette subfamily B member 6 (Langereis blood group),8813,10613,4912,6511,529,529
10059,ENSG00000087470,DNM1L,dynamin 1 like,40653,35077,24382,34650,1725,1725
1006,ENSG00000150394,CDH8,cadherin 8,647,840,3089,3363,43,43
10060,ENSG00000069431,ABCC9,ATP binding cassette subfamily C member 9,1214,1489,841,2305,676,676
10061,ENSG00000033050,ABCF2,ATP binding cassette subfamily F member 2,9289,11975,5088,9661,861,861
10062,ENSG00000025434,NR1H3,nuclear receptor subfamily 1 group H member 3,1279,1267,619,1176,485,485
10063,ENSG00000138495,COX17,cytochrome c oxidase copper chaperone COX17,1438,2278,994,2913,465,465
10066,ENSG00000140497,SCAMP2,secretory carrier membrane protein 2,2452,2919,1367,2880,661,661
10067,ENSG00000116521,SCAMP3,secretory carrier membrane protein 3,7339,7801,4773,6640,699,699
10068,ENSG00000137496,IL18BP,interleukin 18 binding protein,2100,2107,930,515,51,51
10069,ENSG00000156253,RWDD2B,RWD domain containing 2B,723,1169,867,2823,149,149
1007,ENSG00000113100,CDH9,cadherin 9,34,70,323,2371,40,40
10071,ENSG00000205277,MUC12,"mucin 12, cell surface associated",60,110,55,289,68,68
10072,ENSG00000254986,DPP3,dipeptidyl peptidase 3,5718,8189,3542,2440,307,307
10073,ENSG00000169371,SNUPN,snurportin 1,3089,4304,2113,2960,314,314
10075,ENSG00000086758,HUWE1,"HECT, UBA and WWE domain containing E3 ubiquitin protein ligase 1",63413,60233,32356,32921,3114,3114
10076,ENSG00000060656,PTPRU,protein tyrosine phosphatase receptor type U,10464,9526,7169,7274,321,321
10077,ENSG00000064201,TSPAN32,tetraspanin 32,200,235,72,88,12,12
10078,ENSG00000184281,TSSC4,tumor suppressing subtransferable candidate 4,2821,4830,1834,3000,505,505
10079,ENSG00000054793,ATP9A,ATPase phospholipid transporting 9A (putative),83700,75240,68083,67281,2978,2978
1008,ENSG00000040731,CDH10,cadherin 10,3014,2368,7175,7378,546,546
10081,ENSG00000090470,PDCD7,programmed cell death 7,5282,5940,3046,3771,398,398
10082,ENSG00000183098,GPC6,glypican 6,5205,5702,2095,678,158,158
10083,ENSG00000006611,USH1C,USH1 protein network component harmonin,269,755,55,1310,88,88
10084,ENSG00000102103,PQBP1,polyglutamine binding protein 1,7032,9673,4815,6223,814,814
10085,ENSG00000164176,EDIL3,EGF like repeats and discoidin domains 3,4054,3800,4536,15573,1024,1024
10086,ENSG00000132297,HHLA1,HERV-H LTR-associating 1,42,72,18,3,0,0
10087,ENSG00000113163,CERT1,ceramide transporter 1,9991,10142,6958,12631,725,725
10089,ENSG00000173338,KCNK7,potassium two pore domain channel subfamily K member 7,50,68,38,129,43,43
1009,ENSG00000140937,CDH11,cadherin 11,5001,4915,11506,4179,694,694
10090,ENSG00000111962,UST,uronyl 2-sulfotransferase,2845,2301,5057,3293,485,485
10092,ENSG00000162704,ARPC5,actin related protein 2/3 complex subunit 5,12599,19175,11806,9154,1035,1035
10093,ENSG00000241553,ARPC4,actin related protein 2/3 complex subunit 4,11624,13606,10041,14617,2507,2507
10094,ENSG00000111229,ARPC3,actin related protein 2/3 complex subunit 3,8979,13660,7398,11213,1582,1582
10095,ENSG00000130429,ARPC1B,actin related protein 2/3 complex subunit 1B,851,1626,645,1346,630,630
10096,ENSG00000115091,ACTR3,actin related protein 3,34518,37092,21412,16798,1391,1391
10097,ENSG00000138071,ACTR2,actin related protein 2,45888,46199,29844,52194,3374,3374
10098,ENSG00000168785,TSPAN5,tetraspanin 5,27946,30589,18225,19162,1183,1183
10099,ENSG00000140391,TSPAN3,tetraspanin 3,28461,41902,20701,39600,6412,6412
101,ENSG00000151651,ADAM8,ADAM metallopeptidase domain 8,511,658,323,351,82,82
1010,ENSG00000154162,CDH12,cadherin 12,538,851,1208,1070,13,13
10100,ENSG00000134198,TSPAN2,tetraspanin 2,5467,4410,3235,247,84,84
10101,ENSG00000095906,NUBP2,nucleotide binding protein 2,5096,8025,2874,4330,784,784
10102,ENSG00000123297,TSFM,"Ts translation elongation factor, mitochondrial",2948,3636,2108,4010,420,420
10103,ENSG00000117472,TSPAN1,tetraspanin 1,131,235,123,110,16,16
10105,ENSG00000108179,PPIF,peptidylprolyl isomerase F,3715,6422,1877,6653,891,891
10106,ENSG00000175215,CTDSP2,CTD small phosphatase 2,38258,41906,14063,14685,3327,3327
10107,ENSG00000204613,TRIM10,tripartite motif containing 10,0,0,0,0,0,0
10109,ENSG00000163466,ARPC2,actin related protein 2/3 complex subunit 2,20251,24973,15736,19867,2257,2257
10110,ENSG00000101049,SGK2,serum/glucocorticoid regulated kinase 2,201,157,99,1449,58,58
10111,ENSG00000113522,RAD50,RAD50 double strand break repair protein,20154,18689,9971,4884,575,575
10112,ENSG00000112984,KIF20A,kinesin family member 20A,5210,7527,1257,13,1,1
10113,ENSG00000138073,PREB,prolactin regulatory element binding,4969,7842,3478,5890,638,638
10114,ENSG00000110422,HIPK3,homeodomain interacting protein kinase 3,6397,5406,3451,2477,434,434
10116,ENSG00000169018,FEM1B,fem-1 homolog B,10100,7564,6246,1865,152,152
10117,ENSG00000132464,ENAM,enamelin,0,0,6,14,0,0
1012,ENSG00000140945,CDH13,cadherin 13,4267,7713,6920,14764,355,355
10120,ENSG00000115073,ACTR1B,actin related protein 1B,11574,14009,5520,22600,1848,1848
10121,ENSG00000138107,ACTR1A,actin related protein 1A,44155,60298,27451,33886,2598,2598
10123,ENSG00000188042,ARL4C,ADP ribosylation factor like GTPase 4C,19723,15007,13004,10086,726,726
10124,ENSG00000122644,ARL4A,ADP ribosylation factor like GTPase 4A,1043,1806,1815,3367,361,361
10125,ENSG00000172575,RASGRP1,RAS guanyl releasing protein 1,2958,2684,2419,9007,161,161
10126,ENSG00000100246,DNAL4,dynein axonemal light chain 4,2561,3076,1730,3387,521,521
10127,ENSG00000006194,ZNF263,zinc finger protein 263,6718,9794,4209,4016,345,345
10128,ENSG00000138095,LRPPRC,leucine rich pentatricopeptide repeat containing,27972,38896,18605,25924,2028,2028
10129,ENSG00000073910,FRY,FRY microtubule binding protein,10802,10117,11024,10147,724,724
1013,ENSG00000129910,CDH15,cadherin 15,30,26,25,31,0,0
10130,ENSG00000143870,PDIA6,protein disulfide isomerase family A member 6,9003,14909,5553,6694,853,853
10131,ENSG00000126602,TRAP1,TNF receptor associated protein 1,16991,23633,10603,15923,1182,1182
10133,ENSG00000123240,OPTN,optineurin,11883,20159,15689,32092,1996,1996
10134,ENSG00000185825,BCAP31,B cell receptor associated protein 31,4790,8587,4154,23690,3189,3189
10135,ENSG00000105835,NAMPT,nicotinamide phosphoribosyltransferase,5134,5450,4140,6154,1058,1058
10136,ENSG00000142789,CELA3A,chymotrypsin like elastase 3A,2,0,0,0,0,0
10137,ENSG00000244462,RBM12,RNA binding motif protein 12,23680,27507,15717,5449,630,630
10138,ENSG00000015153,YAF2,YY1 associated factor 2,5345,6202,4000,5699,562,562
10139,ENSG00000101246,ARFRP1,ADP ribosylation factor related protein 1,4923,6869,3422,6023,973,973
1014,ENSG00000166589,CDH16,cadherin 16,0,5,1,8,0,0
10140,ENSG00000141232,TOB1,"transducer of ERBB2, 1",3770,3202,2312,5058,1160,1160
10141,ENSG00000082929,LINC01587,long intergenic non-protein coding RNA 1587,17,26,17,0,0,0
10142,ENSG00000127914,AKAP9,A-kinase anchoring protein 9,44723,39610,25078,8242,925,925
10143,ENSG00000166509,CLEC3A,C-type lectin domain family 3 member A,0,4,2,24,4,4
10144,ENSG00000138640,FAM13A,family with sequence similarity 13 member A,17071,16213,7280,5009,451,451
10146,ENSG00000145907,G3BP1,G3BP stress granule assembly factor 1,15748,20702,7067,5815,1058,1058
10147,ENSG00000064607,SUGP2,SURP and G-patch domain containing 2,68047,80017,36197,27541,2088,2088
10148,ENSG00000105246,EBI3,Epstein-Barr virus induced 3,13,27,13,50,3,3
10149,ENSG00000173698,ADGRG2,adhesion G protein-coupled receptor G2,213,445,599,86,2,2
1015,ENSG00000079112,CDH17,cadherin 17,53,70,22,38,2,2
10150,ENSG00000139793,MBNL2,muscleblind like splicing regulator 2,3301,3017,3383,32030,1399,1399
10151,NA,HNRNPA3P1,heterogeneous nuclear ribonucleoprotein A3 pseudogene 1,49,34,5,51,1,1
10152,ENSG00000138443,ABI2,abl interactor 2,61990,56134,41271,35798,4259,4259
10153,ENSG00000115816,CEBPZ,CCAAT enhancer binding protein zeta,10539,14212,6192,3950,434,434
10154,ENSG00000136040,PLXNC1,plexin C1,3911,4819,7469,1663,77,77
10155,ENSG00000130726,TRIM28,tripartite motif containing 28,66547,100608,28886,16233,1757,1757
10156,ENSG00000105808,RASA4,RAS p21 protein activator 4,1859,2297,2198,1186,82,82
10157,ENSG00000008311,AASS,aminoadipate-semialdehyde synthase,17087,16708,3880,4745,1165,1165
10158,ENSG00000162366,PDZK1IP1,PDZK1 interacting protein 1,2,12,0,3,8,8
10159,ENSG00000182220,ATP6AP2,ATPase H+ transporting accessory protein 2,11173,13394,10182,35753,2556,2556
1016,ENSG00000145526,CDH18,cadherin 18,2571,2905,594,3080,71,71
10160,ENSG00000152767,FARP1,"FERM, ARH/RhoGEF and pleckstrin domain protein 1",28620,34165,19580,9583,2020,2020
10161,ENSG00000139679,LPAR6,lysophosphatidic acid receptor 6,803,1096,742,895,194,194
10162,ENSG00000111684,LPCAT3,lysophosphatidylcholine acyltransferase 3,4710,4693,2536,1809,364,364
10163,ENSG00000158195,WASF2,WASP family member 2,9758,10254,4020,5598,1121,1121
10164,ENSG00000140835,CHST4,carbohydrate sulfotransferase 4,0,2,2,10,0,0
10165,ENSG00000004864,SLC25A13,solute carrier family 25 member 13,2190,3014,1497,2529,188,188
10166,ENSG00000102743,SLC25A15,solute carrier family 25 member 15,4358,4729,2759,1107,153,153
10168,ENSG00000186448,ZNF197,zinc finger protein 197,16448,17108,8441,2609,401,401
10169,ENSG00000140264,SERF2,small EDRK-rich factor 2,7556,10380,4891,7306,3150,3150
1017,ENSG00000123374,CDK2,cyclin dependent kinase 2,6544,8233,1774,361,122,122
10170,ENSG00000073737,DHRS9,dehydrogenase/reductase 9,75,65,49,155,10,10
10171,ENSG00000120158,RCL1,RNA terminal phosphate cyclase like 1,1486,2027,773,828,88,88
10172,ENSG00000152454,ZNF256,zinc finger protein 256,2555,2800,1310,577,59,59
10174,ENSG00000120896,SORBS3,sorbin and SH3 domain containing 3,8398,9252,3283,10094,2914,2914
10175,ENSG00000100528,CNIH1,cornichon family AMPA receptor auxiliary protein 1,4660,5756,3231,6931,839,839
10178,ENSG00000009694,TENM1,teneurin transmembrane protein 1,3284,2927,6789,2399,200,200
10179,ENSG00000076053,RBM7,RNA binding motif protein 7,3393,3142,2040,1039,178,178
1018,ENSG00000250506,CDK3,cyclin dependent kinase 3,2446,2811,1380,813,151,151
10180,ENSG00000004534,RBM6,RNA binding motif protein 6,50801,52987,24352,13034,2581,2581
10181,ENSG00000003756,RBM5,RNA binding motif protein 5,46153,51852,24416,13421,1281,1281
10184,ENSG00000145685,LHFPL2,LHFPL tetraspan subfamily member 2,3973,4227,3528,1678,388,388
10186,ENSG00000183722,LHFPL6,LHFPL tetraspan subfamily member 6,3008,4988,4879,5863,2133,2133
10188,ENSG00000061938,TNK2,tyrosine kinase non receptor 2,13370,16162,6954,48819,5272,5272
10189,ENSG00000183684,ALYREF,Aly/REF export factor,3991,8563,2607,2601,306,306
1019,ENSG00000135446,CDK4,cyclin dependent kinase 4,8973,12677,4682,2845,775,775
10190,ENSG00000115514,TXNDC9,thioredoxin domain containing 9,2326,3678,1670,2526,265,265
10193,ENSG00000181852,RNF41,ring finger protein 41,13558,14116,9012,12746,661,661
10194,ENSG00000179981,TSHZ1,teashirt zinc finger homeobox 1,5356,9382,8606,6501,932,932
10195,ENSG00000214160,ALG3,"ALG3 alpha-1,3- mannosyltransferase",1670,1819,767,1541,202,202
10196,ENSG00000185238,PRMT3,protein arginine methyltransferase 3,2015,2797,1487,2554,403,403
10197,ENSG00000131467,PSME3,proteasome activator subunit 3,15158,18191,10374,12050,1282,1282
10198,ENSG00000051825,MPHOSPH9,M-phase phosphoprotein 9,4657,5345,2252,943,113,113
10199,ENSG00000124383,MPHOSPH10,M-phase phosphoprotein 10,11506,16633,7349,4761,452,452
102,ENSG00000137845,ADAM10,ADAM metallopeptidase domain 10,17436,17205,9825,7034,734,734
1020,ENSG00000164885,CDK5,cyclin dependent kinase 5,3553,5036,2819,7722,438,438
10200,ENSG00000135698,MPHOSPH6,M-phase phosphoprotein 6,3396,4435,2169,2992,280,280
10201,ENSG00000172113,NME6,NME/NM23 nucleoside diphosphate kinase 6,1691,1973,1018,440,111,111
10202,ENSG00000100867,DHRS2,dehydrogenase/reductase 2,54,54,17,67,4,4
10203,ENSG00000064989,CALCRL,calcitonin receptor like receptor,554,642,309,1528,321,321
10204,ENSG00000102898,NUTF2,nuclear transport factor 2,6778,6659,4324,6921,1203,1203
10205,ENSG00000149573,MPZL2,myelin protein zero like 2,203,210,137,80,63,63
10206,ENSG00000204977,TRIM13,tripartite motif containing 13,20373,19535,12814,3644,398,398
10207,ENSG00000132849,PATJ,PATJ crumbs cell polarity complex component,5182,4405,1931,1729,234,234
10208,ENSG00000132952,USPL1,ubiquitin specific peptidase like 1,8744,10053,5317,3471,255,255
10209,ENSG00000173812,EIF1,eukaryotic translation initiation factor 1,50254,60409,32487,49830,7858,7858
1021,ENSG00000105810,CDK6,cyclin dependent kinase 6,12804,16560,5554,2523,348,348
10210,ENSG00000197579,TOPORS,"TOP1 binding arginine/serine rich protein, E3 ubiquitin ligase",8707,9692,5259,3212,376,376
10211,ENSG00000137312,FLOT1,flotillin 1,24,39,15,100,5,5
10212,ENSG00000123136,DDX39A,DExD-box helicase 39A,9173,16468,4223,2612,427,427
10213,ENSG00000115233,PSMD14,"proteasome 26S subunit, non-ATPase 14",10811,14013,6407,8180,806,806
10214,ENSG00000165584,SSX3,SSX family member 3,0,0,0,0,0,0
10215,ENSG00000205927,OLIG2,oligodendrocyte transcription factor 2,1495,1423,1003,8002,1706,1706
10216,ENSG00000116690,PRG4,proteoglycan 4,126,126,88,99,8,8
10217,ENSG00000144677,CTDSPL,CTD small phosphatase like,6611,6351,3480,4354,1194,1194
10218,ENSG00000171819,ANGPTL7,angiopoietin like 7,24,42,321,24,6,6
10219,ENSG00000139187,KLRG1,killer cell lectin like receptor G1,264,333,164,295,49,49
1022,ENSG00000134058,CDK7,cyclin dependent kinase 7,2157,2140,1637,2484,212,212
10220,ENSG00000135414,GDF11,growth differentiation factor 11,8633,7809,5213,4232,1664,1664
10221,ENSG00000173334,TRIB1,tribbles pseudokinase 1,6049,4733,2262,2571,626,626
10223,ENSG00000143167,GPA33,glycoprotein A33,12,9,2,29,8,8
10224,ENSG00000180855,ZNF443,zinc finger protein 443,1932,2739,1045,537,79,79
10225,ENSG00000153283,CD96,CD96 molecule,35,30,29,8,25,25
10226,ENSG00000105355,PLIN3,perilipin 3,1941,4037,1019,3377,475,475
10227,ENSG00000109736,MFSD10,major facilitator superfamily domain containing 10,14258,18263,7093,5446,1050,1050
10228,ENSG00000135823,STX6,syntaxin 6,19323,21314,14067,9930,757,757
10229,ENSG00000167186,COQ7,"coenzyme Q7, hydroxylase",3616,5255,3299,2584,325,325
10230,ENSG00000198496,NBR2,neighbor of BRCA1 lncRNA 2,1268,955,707,776,99,99
10231,ENSG00000172348,RCAN2,regulator of calcineurin 2,770,732,4186,54803,1617,1617
10232,ENSG00000102854,MSLN,mesothelin,15,45,7,46,1,1
10233,ENSG00000010626,LRRC23,leucine rich repeat containing 23,1207,1331,707,2080,419,419
10234,ENSG00000128606,LRRC17,leucine rich repeat containing 17,2159,1510,1673,434,144,144
10235,ENSG00000068831,RASGRP2,RAS guanyl releasing protein 2,2027,3647,1636,3938,571,571
10236,ENSG00000125944,HNRNPR,heterogeneous nuclear ribonucleoprotein R,65155,76444,38385,16663,1904,1904
10237,ENSG00000121073,SLC35B1,solute carrier family 35 member B1,5028,5869,3062,4272,416,416
10238,ENSG00000136485,DCAF7,DDB1 and CUL4 associated factor 7,60660,63695,33841,13351,2028,2028
10239,ENSG00000157823,AP3S2,adaptor related protein complex 3 subunit sigma 2,11377,14637,6851,10368,1567,1567
1024,ENSG00000132964,CDK8,cyclin dependent kinase 8,5867,5623,2169,1726,133,133
10240,ENSG00000102738,MRPS31,mitochondrial ribosomal protein S31,3225,3449,2081,1812,240,240
10241,ENSG00000136436,CALCOCO2,calcium binding and coiled-coil domain 2,4349,5414,2212,6850,1404,1404
10242,ENSG00000197584,KCNMB2,potassium calcium-activated channel subfamily M regulatory beta subunit 2,407,202,670,848,125,125
10243,ENSG00000171723,GPHN,gephyrin,10486,11121,6215,6478,571,571
10244,ENSG00000136933,RABEPK,Rab9 effector protein with kelch motifs,3849,5147,2197,4040,473,473
10245,ENSG00000126768,TIMM17B,translocase of inner mitochondrial membrane 17B,3003,4156,2106,3835,496,496
10246,ENSG00000112337,SLC17A2,solute carrier family 17 member 2,0,0,0,0,0,0
10247,ENSG00000132541,RIDA,reactive intermediate imine deaminase A homolog,1601,1824,944,6496,2570,2570
10248,ENSG00000172336,POP7,"POP7 homolog, ribonuclease P/MRP subunit",2857,3612,1929,4270,317,317
10249,ENSG00000149124,GLYAT,glycine-N-acyltransferase,2,11,22,0,0,0
1025,ENSG00000136807,CDK9,cyclin dependent kinase 9,15837,20140,10246,12910,1654,1654
10250,ENSG00000133226,SRRM1,serine and arginine repetitive matrix 1,26127,21118,11747,12385,1067,1067
10251,ENSG00000168939,SPRY3,sprouty RTK signaling antagonist 3,54,35,6,25,0,0
10252,ENSG00000164056,SPRY1,sprouty RTK signaling antagonist 1,1434,1525,1349,939,258,258
10253,ENSG00000136158,SPRY2,sprouty RTK signaling antagonist 2,4959,7373,6384,9360,1538,1538
10254,ENSG00000115145,STAM2,signal transducing adaptor molecule 2,9204,8576,6322,5161,674,674
10255,ENSG00000204625,HCG9,HLA complex group 9,0,0,0,0,0,0
10256,ENSG00000142675,CNKSR1,connector enhancer of kinase suppressor of Ras 1,1173,1596,1368,733,80,80
10257,ENSG00000125257,ABCC4,ATP binding cassette subfamily C member 4,3104,5686,1138,538,136,136
1026,ENSG00000124762,CDKN1A,cyclin dependent kinase inhibitor 1A,185,622,166,685,819,819
10260,ENSG00000174485,DENND4A,DENN domain containing 4A,7416,6288,4912,2819,369,369
10261,ENSG00000140749,IGSF6,immunoglobulin superfamily member 6,253,402,135,117,12,12
10262,ENSG00000143368,SF3B4,splicing factor 3b subunit 4,5822,5907,3424,2565,230,230
10263,ENSG00000167797,CDK2AP2,cyclin dependent kinase 2 associated protein 2,2464,3197,1402,3828,1195,1195
10265,ENSG00000176842,IRX5,iroquois homeobox 5,12,34,7,4,2,2
10266,ENSG00000131477,RAMP2,receptor activity modifying protein 2,913,1123,966,696,539,539
10267,ENSG00000132329,RAMP1,receptor activity modifying protein 1,60,103,76,4151,2290,2290
10268,ENSG00000122679,RAMP3,receptor activity modifying protein 3,118,94,367,1331,205,205
10269,ENSG00000084073,ZMPSTE24,zinc metallopeptidase STE24,6525,7074,3967,7881,950,950
1027,ENSG00000111276,CDKN1B,cyclin dependent kinase inhibitor 1B,33737,36945,19823,18325,1967,1967
10270,ENSG00000105127,AKAP8,A-kinase anchoring protein 8,8496,11082,4622,3694,361,361
10272,ENSG00000070404,FSTL3,follistatin like 3,1216,1319,643,2284,502,502
10273,ENSG00000103266,STUB1,STIP1 homology and U-box containing protein 1,2239,3461,1687,7867,1088,1088
10274,ENSG00000118007,STAG1,stromal antigen 1,17388,21233,9551,2359,471,471
10276,ENSG00000173848,NET1,neuroepithelial cell transforming 1,5363,7459,2781,7016,1128,1128
10277,ENSG00000130939,UBE4B,ubiquitination factor E4B,21649,23598,10496,11980,776,776
10278,ENSG00000100842,EFS,embryonal Fyn-associated substrate,17977,27990,5422,5825,844,844
10279,ENSG00000112812,PRSS16,serine protease 16,0,0,14,688,35,35
1028,ENSG00000129757,CDKN1C,cyclin dependent kinase inhibitor 1C,2139,2050,2251,4225,248,248
10280,ENSG00000147955,SIGMAR1,sigma non-opioid intracellular receptor 1,6424,7634,3320,5100,605,605
10281,ENSG00000184029,DSCR4,Down syndrome critical region 4,0,0,0,0,0,0
10282,ENSG00000105829,BET1,Bet1 golgi vesicular membrane trafficking protein,1498,2099,1109,2088,278,278
10283,ENSG00000153015,CWC27,CWC27 spliceosome associated cyclophilin,7348,9611,4050,3831,526,526
10284,ENSG00000150459,SAP18,Sin3A associated protein 18,11847,14051,7351,20344,3408,3408
10285,ENSG00000119953,SMNDC1,survival motor neuron domain containing 1,6267,8557,4046,3147,391,391
10286,ENSG00000116752,BCAS2,BCAS2 pre-mRNA processing factor,5214,6625,3880,8906,606,606
10287,ENSG00000171700,RGS19,regulator of G protein signaling 19,530,837,372,704,89,89
10288,ENSG00000131042,LILRB2,leukocyte immunoglobulin like receptor B2,20,50,10,69,26,26
10289,ENSG00000114784,EIF1B,eukaryotic translation initiation factor 1B,12479,12343,15282,14394,951,951
1029,ENSG00000147889,CDKN2A,cyclin dependent kinase inhibitor 2A,1,5,9,71,21,21
10290,ENSG00000072195,SPEG,striated muscle enriched protein kinase,11229,13589,7101,12765,1652,1652
